No de factura;Fecha de factura;ID Cliente;Pai­s;Cantidad;Monto
539921;12/23/2020;12748;United Kingdom;5;20
550129;4/14/2021;13001;United Kingdom;317;636
539247;12/16/2020;15311;United Kingdom;126;229
538844;12/14/2020;14680;United Kingdom;470;1195
574660;11/06/2021;15407;United Kingdom;229;316
558469;6/29/2021;17757;United Kingdom;-4;-20
540474;01/07/2021;;United Kingdom;4;7
566384;09/12/2021;17811;United Kingdom;-3;-14
581099;12/07/2021;18219;United Kingdom;139;242
552564;05/10/2021;13694;United Kingdom;-400;-716
554844;5/26/2021;18073;United Kingdom;28;63
561462;7/27/2021;14088;United Kingdom;70;314
567805;9/22/2021;12854;United Kingdom;205;514
578791;11/25/2021;12841;United Kingdom;102;123
548157;3/29/2021;14298;United Kingdom;920;1518
563605;8/18/2021;14112;United Kingdom;-1;-3
567479;9/20/2021;;United Kingdom;-1;-233
550358;4/18/2021;13113;United Kingdom;-4;-34
576631;11/16/2021;16626;United Kingdom;184;226
546382;03/11/2021;18149;United Kingdom;102;228
537682;12/08/2020;13599;United Kingdom;72;100
574659;11/06/2021;16942;United Kingdom;97;210
538650;12/13/2020;15311;United Kingdom;-3;-16
547851;3/27/2021;16782;United Kingdom;-2;-4
546755;3/16/2021;12502;Spain;175;703
557217;6/17/2021;17426;United Kingdom;1259;1987
569520;10/04/2021;17667;United Kingdom;130;305
555853;06/07/2021;14375;United Kingdom;194;258
548706;04/03/2021;13408;United Kingdom;106;231
578022;11/22/2021;17371;United Kingdom;85;270
560880;7/21/2021;15152;United Kingdom;-4;-10
576415;11/15/2021;;United Kingdom;-2;0
544968;2/25/2021;13458;United Kingdom;350;677
570101;10/07/2021;14560;United Kingdom;270;265
542922;02/02/2021;12682;France;161;491
540156;01/05/2021;12683;France;-1;-11
577381;11/18/2021;15297;United Kingdom;-2;-7
552828;05/11/2021;13662;United Kingdom;188;305
547055;3/20/2021;16444;United Kingdom;73;119
542385;1/27/2021;14290;United Kingdom;-2;-7
547905;3/28/2021;;United Kingdom;-2;-435
569418;10/04/2021;12989;United Kingdom;72;284
538369;12/12/2020;17251;United Kingdom;110;283
537687;12/08/2020;;United Kingdom;-9;0
562688;08/08/2021;13869;United Kingdom;993;1520
540269;01/06/2021;14135;United Kingdom;40;186
564837;8/30/2021;;United Kingdom;430;1892
556681;6/14/2021;12826;United Kingdom;108;122
565759;09/06/2021;12720;Germany;327;359
537690;12/08/2020;13983;United Kingdom;220;329
545855;03/07/2021;15290;United Kingdom;138;246
555487;06/03/2021;16484;United Kingdom;-6;-25
562112;08/02/2021;18236;United Kingdom;110;165
561681;7/28/2021;15370;United Kingdom;-2;-26
548256;3/30/2021;17775;United Kingdom;72;56
562459;08/05/2021;16029;United Kingdom;408;757
544156;2/16/2021;12352;Norway;98;297
561252;7/26/2021;;United Kingdom;-5;0
543038;02/02/2021;14735;United Kingdom;43;110
572131;10/21/2021;13917;United Kingdom;190;207
537886;12/09/2020;15660;United Kingdom;110;209
543452;02/08/2021;16037;United Kingdom;80;303
537637;12/07/2020;;United Kingdom;4;16
576792;11/16/2021;17596;United Kingdom;459;295
553185;5/15/2021;17504;United Kingdom;295;537
576059;11/13/2021;15411;United Kingdom;124;368
565932;09/08/2021;16418;United Kingdom;87;222
559253;07/07/2021;12472;Germany;-11;-27
569204;10/02/2021;16591;United Kingdom;41;214
576764;11/16/2021;;United Kingdom;-1510;0
540511;01/09/2021;14472;United Kingdom;187;334
569003;9/29/2021;13364;United Kingdom;71;135
537523;12/07/2020;14176;United Kingdom;61;160
556820;6/15/2021;12682;France;139;364
560901;7/21/2021;12476;Germany;304;747
548999;04/05/2021;;United Kingdom;-26;0
560902;7/21/2021;17593;United Kingdom;-6;-16
543484;02/09/2021;12721;France;301;455
554813;5/26/2021;15852;United Kingdom;38;103
538853;12/14/2020;16805;United Kingdom;270;215
538595;12/13/2020;15555;United Kingdom;-2;-5
555572;06/05/2021;12449;Belgium;390;859
579745;11/30/2021;;United Kingdom;-40;0
566265;09/11/2021;18255;United Kingdom;74;103
555114;5/31/2021;13571;United Kingdom;107;121
543252;02/04/2021;17685;United Kingdom;126;362
581433;12/08/2021;14911;EIRE;806;1084
572866;10/26/2021;15005;United Kingdom;109;184
546926;3/18/2021;17857;United Kingdom;150;109
560043;7/14/2021;16656;United Kingdom;-2;-1
550831;4/21/2021;13534;United Kingdom;60;171
580469;12/04/2021;14583;United Kingdom;220;265
575159;11/08/2021;15513;United Kingdom;-18;-78
544439;2/20/2021;13798;United Kingdom;398;359
564902;8/31/2021;18198;United Kingdom;256;314
572560;10/25/2021;12476;Germany;136;648
575509;11/10/2021;17101;United Kingdom;256;471
571639;10/18/2021;15498;United Kingdom;-1;-121
546016;03/08/2021;;United Kingdom;-675;0
560038;7/14/2021;12709;Germany;300;875
566865;9/15/2021;14735;United Kingdom;1;15
539859;12/22/2020;17905;United Kingdom;100;192
554336;5/23/2021;12474;Germany;-5;-13
543057;02/03/2021;16333;United Kingdom;3012;990
577056;11/17/2021;17985;United Kingdom;183;635
575923;11/11/2021;17069;United Kingdom;361;502
537762;12/08/2020;16558;United Kingdom;275;569
579733;11/30/2021;;United Kingdom;-41;0
570806;10/12/2021;13115;United Kingdom;608;901
541226;1/14/2021;15854;United Kingdom;36;214
551658;05/03/2021;16746;United Kingdom;307;482
539501;12/20/2020;17085;United Kingdom;136;287
549719;04/11/2021;14326;United Kingdom;103;184
580872;12/06/2021;18283;United Kingdom;142;208
553193;5/15/2021;15081;United Kingdom;56;137
575125;11/08/2021;15043;United Kingdom;300;537
577732;11/21/2021;15093;United Kingdom;481;570
560256;7/17/2021;14462;United Kingdom;68;141
555398;06/02/2021;17375;United Kingdom;-6;-28
537005;12/03/2020;;United Kingdom;-70;0
552712;05/11/2021;17634;United Kingdom;71;237
560247;7/17/2021;14292;United Kingdom;34;112
543609;02/10/2021;16705;United Kingdom;-2;-8
570423;10/10/2021;14451;United Kingdom;185;303
549125;04/06/2021;14964;United Kingdom;143;206
557056;6/16/2021;12621;Germany;12;50
539226;12/16/2020;14309;United Kingdom;103;148
567675;9/21/2021;15351;United Kingdom;213;602
562534;08/05/2021;14031;United Kingdom;388;809
563507;8/17/2021;14414;United Kingdom;216;125
563638;8/18/2021;15311;United Kingdom;1154;1965
564319;8/24/2021;15059;United Kingdom;44;103
559353;07/07/2021;13302;United Kingdom;5;64
562114;08/02/2021;;United Kingdom;304;1270
551958;05/05/2021;13883;United Kingdom;200;263
550010;4/14/2021;15299;United Kingdom;-5;-6
559330;07/07/2021;17696;United Kingdom;303;400
567889;9/22/2021;16633;United Kingdom;134;341
540676;01/10/2021;;United Kingdom;12;0
539440;12/17/2020;16607;United Kingdom;2;250
559030;07/05/2021;16571;United Kingdom;-36;-38
568460;9/27/2021;13384;United Kingdom;24;90
554088;5/22/2021;16801;United Kingdom;271;514
581022;12/07/2021;12826;United Kingdom;63;143
579677;11/30/2021;13255;United Kingdom;67;174
536626;12/02/2020;13418;United Kingdom;6;13
569829;10/06/2021;14527;United Kingdom;-2;-33
568245;9/26/2021;13867;United Kingdom;297;454
546892;3/17/2021;;United Kingdom;274;1192
563366;8/16/2021;15373;United Kingdom;42;150
557577;6/21/2021;14606;United Kingdom;108;112
546877;3/17/2021;18210;United Kingdom;62;142
542793;02/01/2021;14113;United Kingdom;-78;-332
552767;05/11/2021;;United Kingdom;-47;0
555746;06/07/2021;14606;United Kingdom;44;106
558259;6/28/2021;15304;United Kingdom;26;110
537369;12/06/2020;17860;United Kingdom;104;253
569939;10/06/2021;14883;United Kingdom;-1;-5
548317;3/30/2021;18179;United Kingdom;250;270
544336;2/17/2021;13230;United Kingdom;110;146
550647;4/19/2021;13134;United Kingdom;-8;-30
576619;11/15/2021;;United Kingdom;1;0
556315;06/10/2021;;United Kingdom;-108;0
541122;1/14/2021;12708;Germany;166;285
577355;11/18/2021;14911;EIRE;296;786
571326;10/17/2021;12783;Portugal;1;339
544935;2/25/2021;13870;United Kingdom;384;544
542128;1/25/2021;12609;Germany;223;288
569202;9/30/2021;;United Kingdom;523;1818
550189;4/14/2021;13230;United Kingdom;59;233
543107;02/03/2021;13800;United Kingdom;331;558
543276;02/06/2021;16525;United Kingdom;430;975
556510;6/13/2021;14911;EIRE;427;821
561598;7/28/2021;13109;United Kingdom;-1;-5
575132;11/08/2021;18177;United Kingdom;166;304
569904;10/06/2021;13023;United Kingdom;127;354
580073;12/01/2021;16813;United Kingdom;79;149
536735;12/02/2020;17381;United Kingdom;128;211
554554;5/25/2021;13694;United Kingdom;187;263
541149;1/14/2021;12393;Australia;60;177
554950;5/27/2021;14227;United Kingdom;448;797
537606;12/07/2020;15002;United Kingdom;279;632
540307;01/06/2021;15823;United Kingdom;-284;-856
579409;11/29/2021;14701;United Kingdom;1;7
552855;05/11/2021;15815;United Kingdom;624;514
548387;3/30/2021;14794;United Kingdom;-2;-34
576212;11/14/2021;18082;United Kingdom;621;703
541408;1/17/2021;15738;United Kingdom;186;317
543392;02/08/2021;16839;United Kingdom;416;603
542217;1/26/2021;14606;United Kingdom;108;159
571114;10/13/2021;;United Kingdom;-99;0
549588;04/11/2021;12428;Finland;237;374
546000;03/08/2021;13089;United Kingdom;32;72
558756;07/03/2021;12843;United Kingdom;92;294
556095;06/08/2021;;United Kingdom;120;797
568697;9/28/2021;16281;United Kingdom;934;2062
559337;07/07/2021;;United Kingdom;672;2185
576974;11/17/2021;12474;Germany;-3;-11
565519;09/05/2021;12502;Spain;234;1092
540349;01/06/2021;15379;United Kingdom;569;660
547695;3/24/2021;18239;United Kingdom;122;176
559690;07/11/2021;16422;United Kingdom;430;850
548160;3/29/2021;16253;United Kingdom;1340;1700
550631;4/19/2021;15225;United Kingdom;226;409
569139;9/30/2021;16404;United Kingdom;157;443
549044;04/06/2021;16161;United Kingdom;165;345
565023;8/31/2021;12901;United Kingdom;-24;-25
561606;7/28/2021;13420;United Kingdom;-1;-2
578335;11/24/2021;17481;United Kingdom;244;418
543237;02/04/2021;;United Kingdom;565;2462
550145;4/14/2021;12637;France;287;669
549004;04/05/2021;;United Kingdom;-3;0
550481;4/18/2021;17634;United Kingdom;33;165
566723;9/14/2021;15804;United Kingdom;79;233
580095;12/01/2021;14135;United Kingdom;68;303
570237;10/09/2021;13212;United Kingdom;78;216
545505;03/03/2021;17856;United Kingdom;347;483
575071;11/08/2021;12990;United Kingdom;70;146
543602;02/10/2021;15570;United Kingdom;34;117
580655;12/05/2021;15854;United Kingdom;25;22
577142;11/18/2021;13985;United Kingdom;171;345
559096;07/06/2021;12830;United Kingdom;1036;648
577536;11/20/2021;15850;United Kingdom;60;120
557671;6/22/2021;13849;United Kingdom;332;594
537805;12/08/2020;15311;United Kingdom;-15;-26
563434;8/16/2021;14057;United Kingdom;330;521
578342;11/24/2021;15993;United Kingdom;-1;-4
573587;10/31/2021;18257;United Kingdom;128;242
557974;6/24/2021;14541;United Kingdom;100;302
579968;12/01/2021;14189;United Kingdom;-2;-3
565049;8/31/2021;;United Kingdom;-77;0
559831;7/13/2021;14709;United Kingdom;240;417
551277;4/27/2021;13637;United Kingdom;215;423
580743;12/06/2021;;United Kingdom;1;0
557857;6/23/2021;17370;United Kingdom;78;111
543619;02/10/2021;16842;United Kingdom;370;521
545037;2/27/2021;14532;United Kingdom;66;387
576215;11/14/2021;17652;United Kingdom;141;284
552525;05/09/2021;;United Kingdom;1;13
573406;10/30/2021;14112;United Kingdom;411;770
552000;05/05/2021;;United Kingdom;1;3
552769;05/11/2021;16241;United Kingdom;88;167
562968;08/11/2021;14291;United Kingdom;222;325
542229;1/26/2021;12474;Germany;207;350
567193;9/19/2021;18094;United Kingdom;288;570
562943;08/11/2021;12693;Germany;-1;-10
552134;05/06/2021;14944;United Kingdom;272;550
576370;11/15/2021;15981;United Kingdom;336;559
558923;07/05/2021;16837;United Kingdom;20;97
576364;11/14/2021;15009;United Kingdom;279;593
557894;6/23/2021;14818;United Kingdom;171;291
575964;11/13/2021;15021;United Kingdom;69;212
538073;12/09/2020;17816;United Kingdom;16;16
579901;12/01/2021;12569;Germany;88;208
559664;07/11/2021;18142;United Kingdom;-2;-3
549741;04/12/2021;13655;United Kingdom;115;384
556307;06/10/2021;;United Kingdom;-30;0
545221;03/01/2021;14740;United Kingdom;260;521
565917;09/07/2021;;United Kingdom;411;1753
567671;9/21/2021;;United Kingdom;597;2199
548033;3/29/2021;14441;United Kingdom;108;357
570700;10/12/2021;14156;EIRE;76;420
562029;08/01/2021;16182;United Kingdom;1300;2327
566251;09/11/2021;12841;United Kingdom;180;220
543758;02/11/2021;15299;United Kingdom;-1;-66
540853;01/12/2021;12413;France;-1;-10
560868;7/21/2021;14866;United Kingdom;23;83
560499;7/19/2021;16713;United Kingdom;371;460
545076;2/28/2021;15235;United Kingdom;147;148
569012;9/30/2021;15187;United Kingdom;162;194
540816;01/11/2021;15518;United Kingdom;258;365
558442;6/29/2021;15537;United Kingdom;29;111
576075;11/13/2021;15861;United Kingdom;406;487
570553;10/11/2021;14800;United Kingdom;-1;-4
561801;7/29/2021;12981;United Kingdom;134;187
542122;1/25/2021;17082;United Kingdom;316;637
560887;7/21/2021;16041;United Kingdom;944;2065
559522;07/08/2021;;United Kingdom;1;6
538083;12/09/2020;15750;United Kingdom;-7;-14
580630;12/05/2021;12913;United Kingdom;523;535
564350;8/24/2021;14401;United Kingdom;545;303
578337;11/24/2021;;United Kingdom;1;0
579097;11/28/2021;13758;United Kingdom;193;513
543454;02/08/2021;14527;United Kingdom;24;141
576363;11/14/2021;14794;United Kingdom;-2;-14
564486;8/25/2021;;United Kingdom;-3;-525
542001;1/25/2021;14298;United Kingdom;1056;724
541257;1/16/2021;18069;United Kingdom;-1;-5
547826;3/25/2021;18078;United Kingdom;100;198
564494;8/25/2021;;United Kingdom;-1;-84
553763;5/19/2021;15081;United Kingdom;-2;-17
545530;03/03/2021;17416;United Kingdom;1345;2115
558043;6/24/2021;13425;United Kingdom;520;773
558767;07/03/2021;13833;United Kingdom;118;385
536980;12/03/2020;17819;United Kingdom;239;591
544476;2/21/2021;14796;United Kingdom;240;329
576221;11/14/2021;15838;United Kingdom;100;179
569664;10/05/2021;18237;United Kingdom;72;136
565563;09/05/2021;14177;United Kingdom;104;184
560557;7/19/2021;18101;United Kingdom;25;110
541252;1/16/2021;13064;United Kingdom;60;203
574154;11/03/2021;13709;United Kingdom;119;217
561077;7/24/2021;17649;United Kingdom;399;868
564321;8/24/2021;15059;United Kingdom;58;172
580130;12/01/2021;17426;United Kingdom;106;122
577505;11/20/2021;13118;United Kingdom;124;378
571504;10/17/2021;16133;United Kingdom;202;301
546401;03/11/2021;17994;United Kingdom;12;22
580657;12/05/2021;14696;United Kingdom;191;301
577310;11/18/2021;13516;United Kingdom;665;769
579194;11/28/2021;15804;United Kingdom;153;206
542003;1/25/2021;15311;United Kingdom;602;1368
538897;12/15/2020;16422;United Kingdom;-2;-48
573881;11/01/2021;;United Kingdom;108;0
545699;03/06/2021;15572;United Kingdom;196;221
551848;05/04/2021;;United Kingdom;2;5
559160;07/06/2021;17293;United Kingdom;150;236
555385;06/02/2021;15658;United Kingdom;2;8
578113;11/23/2021;14560;United Kingdom;168;92
571660;10/18/2021;16191;United Kingdom;490;539
544061;2/15/2021;14176;United Kingdom;24;66
567972;9/23/2021;13949;United Kingdom;318;371
543193;02/04/2021;13725;United Kingdom;177;948
561893;7/31/2021;12942;United Kingdom;99;287
561031;7/24/2021;13461;United Kingdom;412;308
575079;11/08/2021;14911;EIRE;-5;-19
571716;10/18/2021;;United Kingdom;668;1912
576849;11/16/2021;13924;United Kingdom;7;24
560563;7/19/2021;14911;EIRE;-3;-18
575736;11/11/2021;12697;Sweden;149;224
558683;07/01/2021;;United Kingdom;59;423
561706;7/29/2021;14735;United Kingdom;70;178
541596;1/19/2021;17602;United Kingdom;644;581
579250;11/28/2021;14480;United Kingdom;143;279
544332;2/17/2021;17419;United Kingdom;238;333
577030;11/17/2021;14060;United Kingdom;336;413
575368;11/09/2021;14482;United Kingdom;110;250
573149;10/27/2021;16438;United Kingdom;99;149
545078;2/28/2021;;United Kingdom;186;900
574875;11/07/2021;16416;United Kingdom;-17;-24
552303;05/08/2021;14341;United Kingdom;150;248
547223;3/21/2021;12867;United Kingdom;563;500
567076;9/16/2021;15505;United Kingdom;634;639
541522;1/19/2021;17419;United Kingdom;102;330
568663;9/28/2021;14440;United Kingdom;108;373
541009;1/13/2021;17581;United Kingdom;-4;-23
536371;12/01/2020;13748;United Kingdom;80;204
562332;08/04/2021;13791;United Kingdom;500;579
547772;3/25/2021;17979;United Kingdom;81;232
539708;12/21/2020;;United Kingdom;168;1121
576226;11/14/2021;13268;United Kingdom;-2;-8
567356;9/19/2021;16527;United Kingdom;106;228
545852;03/07/2021;14048;United Kingdom;-14;-35
580559;12/05/2021;15628;United Kingdom;96;203
557007;6/16/2021;12484;Spain;424;1138
572490;10/24/2021;14467;United Kingdom;91;180
553918;5/20/2021;16146;United Kingdom;156;273
541504;1/18/2021;14415;United Kingdom;74;236
575663;11/10/2021;13769;United Kingdom;-1;-2
558356;6/28/2021;14854;United Kingdom;12;15
564023;8/22/2021;17562;United Kingdom;70;126
558866;07/04/2021;;EIRE;4;60
575747;11/11/2021;12589;France;223;515
568801;9/29/2021;14475;United Kingdom;204;304
574544;11/04/2021;17084;United Kingdom;1283;2044
557656;6/21/2021;14001;United Kingdom;-3;-13
562284;08/04/2021;15133;United Kingdom;368;325
575069;11/08/2021;17637;United Kingdom;65;208
556435;06/10/2021;14895;United Kingdom;74;151
547840;3/27/2021;15133;United Kingdom;206;325
542647;1/31/2021;18245;United Kingdom;320;439
556876;6/15/2021;16241;United Kingdom;121;174
540506;01/09/2021;17796;United Kingdom;73;282
570408;10/10/2021;13685;United Kingdom;2904;1334
559783;07/12/2021;13069;United Kingdom;432;302
541484;1/18/2021;16814;United Kingdom;117;193
576567;11/15/2021;17220;United Kingdom;79;114
572878;10/26/2021;16029;United Kingdom;260;432
571507;10/17/2021;13919;Denmark;-37;-35
575924;11/11/2021;17069;United Kingdom;89;149
537800;12/08/2020;12748;United Kingdom;75;70
565317;09/02/2021;12921;United Kingdom;288;598
560549;7/19/2021;12664;Finland;188;654
547036;3/20/2021;17017;United Kingdom;264;380
563172;08/12/2021;12399;Belgium;175;210
562546;08/05/2021;;United Kingdom;-110;0
570896;10/13/2021;14217;United Kingdom;27;103
553420;5/17/2021;17519;United Kingdom;87;307
575491;11/09/2021;15531;United Kingdom;840;1522
547391;3/22/2021;14735;United Kingdom;24;71
572310;10/23/2021;12748;United Kingdom;8;20
548010;3/29/2021;14646;Netherlands;1070;2528
572691;10/25/2021;;United Kingdom;-15;0
576520;11/15/2021;14467;United Kingdom;92;173
539659;12/21/2020;15034;United Kingdom;454;843
558561;6/30/2021;13742;United Kingdom;26;200
573134;10/27/2021;12952;United Kingdom;25;75
574251;11/03/2021;18205;United Kingdom;116;292
568593;9/28/2021;13988;United Kingdom;1076;1262
548162;3/29/2021;;United Kingdom;989;4225
573910;11/01/2021;13969;United Kingdom;258;422
559047;07/05/2021;13082;United Kingdom;1342;1278
563207;8/14/2021;17613;United Kingdom;-5;-17
561661;7/28/2021;12743;Unspecified;114;199
579668;11/30/2021;15152;United Kingdom;255;405
553383;5/16/2021;18230;United Kingdom;240;403
562804;08/09/2021;13355;United Kingdom;314;675
569955;10/06/2021;17644;United Kingdom;-4;-17
567610;9/21/2021;17511;United Kingdom;2612;4463
574754;11/07/2021;17430;United Kingdom;130;153
540018;01/04/2021;;United Kingdom;2;0
560124;7/15/2021;17440;United Kingdom;-11;-8
558350;6/28/2021;17188;United Kingdom;38;83
556437;06/10/2021;14077;United Kingdom;65;111
569969;10/06/2021;17159;United Kingdom;-1;-4
541135;1/14/2021;16233;United Kingdom;78;179
540530;01/09/2021;14755;United Kingdom;238;488
564338;8/24/2021;12649;Germany;6;15
574840;11/07/2021;12748;United Kingdom;168;249
549302;04/08/2021;14246;United Kingdom;216;450
577893;11/22/2021;17073;United Kingdom;159;279
561045;7/24/2021;17522;United Kingdom;183;125
572326;10/24/2021;14607;United Kingdom;1416;2199
562453;08/05/2021;18097;United Kingdom;122;235
572754;10/25/2021;15482;United Kingdom;-264;-360
568423;9/27/2021;17061;United Kingdom;118;573
556274;06/09/2021;15299;United Kingdom;-1;-600
574055;11/02/2021;16525;United Kingdom;434;863
558899;07/04/2021;14338;United Kingdom;-1;-6
548163;3/29/2021;;United Kingdom;129;873
573034;10/27/2021;14227;United Kingdom;-3;-25
543820;2/13/2021;16084;United Kingdom;216;436
559793;07/12/2021;17949;United Kingdom;23;24
562365;08/04/2021;14344;United Kingdom;39;117
557786;6/22/2021;15550;United Kingdom;62;141
577127;11/17/2021;16871;United Kingdom;192;445
572021;10/20/2021;15664;United Kingdom;157;386
546730;3/16/2021;18183;United Kingdom;-3;-11
571377;10/17/2021;14911;EIRE;66;292
579245;11/28/2021;17929;United Kingdom;16;136
574083;11/02/2021;15521;United Kingdom;-12;-10
559830;7/13/2021;16998;United Kingdom;-1;0
560184;7/15/2021;12971;United Kingdom;54;53
549182;04/07/2021;15646;United Kingdom;140;150
576844;11/16/2021;16713;United Kingdom;794;1116
555544;06/05/2021;14621;United Kingdom;152;331
565857;09/07/2021;14911;EIRE;942;1465
551439;4/28/2021;14758;United Kingdom;102;328
552018;05/05/2021;16817;United Kingdom;72;218
580305;12/02/2021;12970;United Kingdom;250;386
566999;9/16/2021;14842;United Kingdom;-2;-10
578529;11/24/2021;;United Kingdom;-23;0
547073;3/20/2021;17211;United Kingdom;168;346
562726;08/09/2021;16401;United Kingdom;-3;-8
545462;03/03/2021;17567;United Kingdom;348;535
578811;11/25/2021;12438;Norway;594;2017
557108;6/16/2021;;United Kingdom;-1440;0
574678;11/06/2021;13365;United Kingdom;843;1525
576580;11/15/2021;;United Kingdom;-5;0
541172;1/14/2021;13854;United Kingdom;103;346
548412;3/31/2021;12601;Germany;49;111
569841;10/06/2021;17428;United Kingdom;34;124
557024;6/16/2021;;United Kingdom;14;6
547788;3/25/2021;;United Kingdom;431;2527
556043;06/08/2021;14078;United Kingdom;73;244
575484;11/09/2021;16670;United Kingdom;199;484
561520;7/27/2021;17870;United Kingdom;32;30
556496;06/12/2021;14397;United Kingdom;36;45
568387;9/27/2021;13704;United Kingdom;340;422
577386;11/18/2021;18276;United Kingdom;-1;-6
540162;01/05/2021;13089;United Kingdom;33;96
564426;8/25/2021;15804;United Kingdom;-2;-5
555595;06/06/2021;17652;United Kingdom;-14;-4
536627;12/02/2020;15658;United Kingdom;64;306
559698;07/11/2021;17589;United Kingdom;489;632
552454;05/09/2021;18172;United Kingdom;256;653
580306;12/02/2021;14250;United Kingdom;196;435
579274;11/29/2021;13467;United Kingdom;158;301
560577;7/19/2021;18223;United Kingdom;173;471
552687;05/10/2021;;United Kingdom;147;954
539262;12/16/2020;15789;United Kingdom;438;351
567383;9/20/2021;18180;United Kingdom;109;301
544650;2/22/2021;16349;United Kingdom;9;54
581221;12/08/2021;17856;United Kingdom;265;275
567627;9/21/2021;17511;United Kingdom;-12;-40
561055;7/24/2021;16684;United Kingdom;480;202
571731;10/19/2021;;United Kingdom;1;0
575830;11/11/2021;14226;United Kingdom;1;17
581064;12/07/2021;13882;United Kingdom;324;193
545155;2/28/2021;14527;United Kingdom;20;122
563257;8/15/2021;13799;United Kingdom;216;347
549188;04/07/2021;13731;United Kingdom;166;308
556932;6/15/2021;;United Kingdom;457;1457
556324;06/10/2021;14287;United Kingdom;-25;-25
574884;11/07/2021;15291;United Kingdom;48;204
576225;11/14/2021;13277;United Kingdom;30;50
569534;10/04/2021;;United Kingdom;2;8
565667;09/06/2021;17449;United Kingdom;102;175
566966;9/15/2021;16362;United Kingdom;-1;-4
559539;07/10/2021;18024;United Kingdom;148;338
551557;05/03/2021;13113;United Kingdom;-6;-51
571065;10/13/2021;12613;Germany;885;1882
554826;5/26/2021;12493;France;88;233
541670;1/20/2021;14911;EIRE;1332;2757
545438;03/02/2021;14231;United Kingdom;-5;-24
555506;06/03/2021;;United Kingdom;-57;0
577313;11/18/2021;14342;United Kingdom;125;158
575652;11/10/2021;12748;United Kingdom;43;470
558612;6/30/2021;17949;United Kingdom;828;878
577687;11/21/2021;12583;France;271;398
550353;4/18/2021;17841;United Kingdom;-7;-13
540777;01/11/2021;13144;United Kingdom;21;111
555543;06/05/2021;13089;United Kingdom;324;627
555360;06/02/2021;16133;United Kingdom;-11;-31
565308;09/02/2021;;United Kingdom;-432;0
546407;03/11/2021;;United Kingdom;-178;0
565346;09/02/2021;;United Kingdom;6;17
549454;04/08/2021;;United Kingdom;46;0
578623;11/24/2021;15953;United Kingdom;90;158
553014;05/12/2021;13451;United Kingdom;416;640
570209;10/09/2021;16326;United Kingdom;106;381
581005;12/07/2021;12828;United Kingdom;67;84
547702;3/24/2021;14911;EIRE;114;415
576055;11/13/2021;15449;United Kingdom;296;327
553427;5/17/2021;17522;United Kingdom;90;101
580687;12/05/2021;16379;United Kingdom;226;402
576071;11/13/2021;18069;United Kingdom;206;255
564048;8/22/2021;16013;United Kingdom;16;41
569681;10/05/2021;;United Kingdom;25;0
537796;12/08/2020;18061;United Kingdom;248;405
546011;03/08/2021;17306;United Kingdom;936;367
569106;9/30/2021;17376;United Kingdom;51;97
546781;3/17/2021;12955;United Kingdom;404;474
556181;06/09/2021;15407;United Kingdom;120;411
576639;11/16/2021;13894;United Kingdom;141;282
556669;6/13/2021;16133;United Kingdom;-15;-30
537876;12/08/2020;;United Kingdom;2;0
544316;2/17/2021;16556;United Kingdom;362;640
544657;2/22/2021;14895;United Kingdom;964;2346
577524;11/20/2021;16905;United Kingdom;320;547
569326;10/03/2021;14360;United Kingdom;211;625
567156;9/16/2021;14462;United Kingdom;85;168
564351;8/24/2021;13881;United Kingdom;858;1188
575063;11/08/2021;16764;United Kingdom;143;356
547037;3/20/2021;14101;United Kingdom;3620;1225
543998;2/15/2021;18093;United Kingdom;228;265
557028;6/16/2021;;United Kingdom;-4;0
550364;4/18/2021;16713;United Kingdom;36;152
566345;09/12/2021;17685;United Kingdom;861;1286
563680;8/18/2021;18272;United Kingdom;285;372
581483;12/09/2021;16446;United Kingdom;80995;168470
574045;11/02/2021;13854;United Kingdom;100;409
568085;9/23/2021;;United Kingdom;2;0
575892;11/11/2021;16332;United Kingdom;131;202
540544;01/09/2021;18032;United Kingdom;42;74
543797;2/13/2021;15465;United Kingdom;56;279
539760;12/21/2020;17400;United Kingdom;250;424
580388;12/04/2021;18065;United Kingdom;73;138
544307;2/17/2021;15903;United Kingdom;384;161
580156;12/02/2021;14897;United Kingdom;146;620
544648;2/22/2021;15722;United Kingdom;112;324
579539;11/30/2021;14911;EIRE;100;351
572886;10/26/2021;12448;Spain;243;449
538874;12/14/2020;12867;United Kingdom;-5;-8
574893;11/07/2021;18036;United Kingdom;80;151
562354;08/04/2021;17470;United Kingdom;392;193
538200;12/10/2020;17912;United Kingdom;57;95
562388;08/04/2021;18099;United Kingdom;149;168
551726;05/04/2021;13798;United Kingdom;288;594
556282;06/10/2021;15679;United Kingdom;212;178
565227;09/02/2021;12708;Germany;-1;-2
573257;10/28/2021;14297;United Kingdom;-1;-6
551193;4/27/2021;17954;United Kingdom;150;228
548626;04/01/2021;15622;United Kingdom;-1;-9
580062;12/01/2021;15862;United Kingdom;86;173
553018;05/12/2021;12757;Portugal;1;558
549989;4/13/2021;13221;United Kingdom;91;349
577646;11/21/2021;13189;United Kingdom;316;134
546910;3/17/2021;13969;United Kingdom;69;146
573471;10/31/2021;14286;United Kingdom;-12;-10
558038;6/24/2021;18219;United Kingdom;88;200
550998;4/26/2021;12414;Austria;113;243
560642;7/20/2021;17866;United Kingdom;174;330
